Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Variant Image
free-speed-2-race-top,FREE SPEED 2 RACE TOP,"Speed top for full-distance racing, or even to use just for the bike leg for improved aero performance. Includes a fastener to attach to shorts.",Castelli,,FREE SPEED 2 RACE TOP,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",free-speed-2-race-top-m,137 g,deny,25,manual,,"93,72 €","124,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8620093-101.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcxNjJ8aW1hZ2UvanBlZ3xoMTkvaDM3LzkwNDc5MjY2MzY1NzQvMDFfODYyMDA5M18xMDEuanBnfDdmNWY1ZjljMTk2MGQ4NjVjYTkzNjJkNzYyYjRhZWIxOGJiMjZmMmNjZWQyNDViMjc4ZDA1NjdlMzkwM2RlYmE,FREE SPEED 2 RACE TOP Image,https://castellicycling.kleecks-cdn.com/medias/01-8620093-101.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcxNjJ8aW1hZ2UvanBlZ3xoMTkvaDM3LzkwNDc5MjY2MzY1NzQvMDFfODYyMDA5M18xMDEuanBnfDdmNWY1ZjljMTk2MGQ4NjVjYTkzNjJkNzYyYjRhZWIxOGJiMjZmMmNjZWQyNDViMjc4ZDA1NjdlMzkwM2RlYmE
free-tri-2-sleeveless-top,FREE TRI 2 SLEEVELESS TOP,As much speed and comfort as you can get in a traditional sleeveless tri top.,Castelli,,FREE TRI 2 SLEEVELESS TOP,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",free-tri-2-sleeveless-top-m,116 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8622091-417.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyOTh8aW1hZ2UvanBlZ3xoZDYvaDg4Lzg4NDI2NDY4NDc1MTgvMDFfODYyMjA5MV80MTcuanBnfDE2MmNlZjRhYjI0ZTlhNzFhODZkZjRiN2Q2ZjY1Njg5MjIzMzczNmIyYzMyODJkMjRlZDgzYmIzZTk4YTRiNWI,FREE TRI 2 SLEEVELESS TOP Image,https://castellicycling.kleecks-cdn.com/medias/01-8622091-417.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyOTh8aW1hZ2UvanBlZ3xoZDYvaDg4Lzg4NDI2NDY4NDc1MTgvMDFfODYyMjA5MV80MTcuanBnfDE2MmNlZjRhYjI0ZTlhNzFhODZkZjRiN2Q2ZjY1Njg5MjIzMzczNmIyYzMyODJkMjRlZDgzYmIzZTk4YTRiNWI
premio-tri-speed-short,PREMIO TRI SPEED SHORT,"Short de triathlon conçu pour être le plus confortable et le plus léger aussi bien pour l’entraînement que pour la compétition. Conçu pour un assurer un niveau idéal de confort, de soutien, de vitesse et de résistance sur de longues distances.",Castelli,,PREMIO TRI SPEED SHORT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",premio-tri-speed-short-m,139 g,deny,25,manual,,"169,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8623080-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUzNDN8aW1hZ2UvanBlZ3xoMzIvaDJjLzkwNDc5MzM5NDM4MzgvMDFfODYyMzA4MF8wMTAuanBnfDBmNzIxOTA2ODkwNzUyODZkNzJlMDIyZjQzNTAwYjBiY2QyYzQwNmE0NmYwNDA0NDM1OGJlODdhOTUyNDk4ZTI,PREMIO TRI SPEED SHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-8623080-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUzNDN8aW1hZ2UvanBlZ3xoMzIvaDJjLzkwNDc5MzM5NDM4MzgvMDFfODYyMzA4MF8wMTAuanBnfDBmNzIxOTA2ODkwNzUyODZkNzJlMDIyZjQzNTAwYjBiY2QyYzQwNmE0NmYwNDA0NDM1OGJlODdhOTUyNDk4ZTI
ride-run-short,RIDE-RUN SHORT,Un short de triathlon conçu pour les trois disciplines et toutes les distances. Idéal pour démarrer votre saison ou aux séances d’entraînement après le travail. Se clipse au maillot de compétition Castelli Free (à manches courtes ou sans manches) pour vous faire profiter de tous les atouts d’une combinaison en une seule pièce.,Castelli,,RIDE-RUN SHORT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",ride-run-short-m,173 g,deny,25,manual,,"99,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8623081-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUxOTd8aW1hZ2UvanBlZ3xoZWMvaDMzLzkwNDc5MzQ2OTc1MDIvMDFfODYyMzA4MV8wMTAuanBnfDIxYWFlMjc3Y2VkMDc4ZWMxNDQwYWViYzQ0MTQ5MTI2YzZiNzVmNDVjOTgzMGVjMDlmNmUxNWY2NDljM2U3OGY,RIDE-RUN SHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-8623081-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUxOTd8aW1hZ2UvanBlZ3xoZWMvaDMzLzkwNDc5MzQ2OTc1MDIvMDFfODYyMzA4MV8wMTAuanBnfDIxYWFlMjc3Y2VkMDc4ZWMxNDQwYWViYzQ0MTQ5MTI2YzZiNzVmNDVjOTgzMGVjMDlmNmUxNWY2NDljM2U3OGY
elite-speed-suit,ELITE SPEED SUIT,"Innovative fabrics, patterning, and construction make the fastest short-distance race suit.",Castelli,,ELITE SPEED SUIT,TRUE,Size,"XS, S, M, L, XL, XXL",elite-speed-suit-m,136 g,deny,25,manual,,"299,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8622093-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU1NjB8aW1hZ2UvanBlZ3xoZDYvaDgxLzkwNDc5MzAzMzkzNTgvMDFfODYyMjA5M18wMTAuanBnfDFlMGI4ODU3OTA3ZWI1MTg4NjA1YmZiOTY2NGE3MTM1MTAyNWEyNmNkZmM4ZTM1NmJlODk4YTU1MDc0YTllNzg,ELITE SPEED SUIT Image,https://castellicycling.kleecks-cdn.com/medias/01-8622093-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU1NjB8aW1hZ2UvanBlZ3xoZDYvaDgxLzkwNDc5MzAzMzkzNTgvMDFfODYyMjA5M18wMTAuanBnfDFlMGI4ODU3OTA3ZWI1MTg4NjA1YmZiOTY2NGE3MTM1MTAyNWEyNmNkZmM4ZTM1NmJlODk4YTU1MDc0YTllNzg
core-spr-oly-suit,CORE SPR-OLY SUIT,"Created for sprint and Olympic-distance events, bringing speed and comfort along with durability to last your full race season.",Castelli,,CORE SPR-OLY SUIT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",core-spr-oly-suit-m,224 g,deny,25,manual,,"119,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8620094-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU3MzR8aW1hZ2UvanBlZ3xoNTEvaDFiLzg4NDI2Mzk4MzUxNjYvMDFfODYyMDA5NF8wMTAuanBnfDc0ODRjNzg1NzZkNGNhNjU5MzJkMmRhZGVhNTJmMzExMzkxNDY5OGEyMGQ1NTI5MmY3ODEwNDg2MWIyYjIzOWU,CORE SPR-OLY SUIT Image,https://castellicycling.kleecks-cdn.com/medias/01-8620094-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU3MzR8aW1hZ2UvanBlZ3xoNTEvaDFiLzg4NDI2Mzk4MzUxNjYvMDFfODYyMDA5NF8wMTAuanBnfDc0ODRjNzg1NzZkNGNhNjU5MzJkMmRhZGVhNTJmMzExMzkxNDY5OGEyMGQ1NTI5MmY3ODEwNDg2MWIyYjIzOWU
elite-swim-skin,ELITE SWIM SKIN,Motifs et tissus innovants pour créer une combinaison de nage quasiment sans coutures ultra confortable pour des performances optimales lors des courses où les combinaisons néoprène sont interdites.,Castelli,,ELITE SWIM SKIN,TRUE,Size,"XS, S, M, L, XL, XXL",elite-swim-skin-m,100 g,deny,25,manual,,"299,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8623082-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU0MTl8aW1hZ2UvanBlZ3xoNzgvaDg4LzkwNDc5MzUwMjUxODIvMDFfODYyMzA4Ml8wMTAuanBnfDJjZjg1ODY3YWU4MjE2YzY3N2QzYmQzMDcyOTI4ODI0MzZiYmUwMzliNTZiMGQ1ZTNhN2FjZTM2NWE2MTk4Njg,ELITE SWIM SKIN Image,https://castellicycling.kleecks-cdn.com/medias/01-8623082-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU0MTl8aW1hZ2UvanBlZ3xoNzgvaDg4LzkwNDc5MzUwMjUxODIvMDFfODYyMzA4Ml8wMTAuanBnfDJjZjg1ODY3YWU4MjE2YzY3N2QzYmQzMDcyOTI4ODI0MzZiYmUwMzliNTZiMGQ1ZTNhN2FjZTM2NWE2MTk4Njg
-6-fast-feet-booties,-6 FAST FEET BOOTIES,Accessoire couvre-chaussettes et mollets idéal pour favoriser l’aérodynamisme et réduire la traînée.,Castelli,,-6 FAST FEET BOOTIES,TRUE,Size,"S, M, L, XL, XXL",-6-fast-feet-booties-m,101 g,deny,25,manual,,"59,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8623089-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM2MDd8aW1hZ2UvanBlZ3xoNDMvaDM0LzkwNDk1NjA5MDc4MDYvMDFfODYyMzA4OV8wMTAuanBnfGZmNGJhMjhiMjQyOGZkY2E1YjE1ZDI3ZTMxZjQxM2Y3NmU1MGZkZWJiOTQ0NWNiYTNlMDYzYzAzOGY3Mjg1NzQ,-6 FAST FEET BOOTIES Image,https://castellicycling.kleecks-cdn.com/medias/01-8623089-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDM2MDd8aW1hZ2UvanBlZ3xoNDMvaDM0LzkwNDk1NjA5MDc4MDYvMDFfODYyMzA4OV8wMTAuanBnfGZmNGJhMjhiMjQyOGZkY2E1YjE1ZDI3ZTMxZjQxM2Y3NmU1MGZkZWJiOTQ0NWNiYTNlMDYzYzAzOGY3Mjg1NzQ
fast-legs-sleeves,FAST LEGS SLEEVES,Genouillères testées en soufflerie pour compléter votre tenue de compétition optimisée pour favoriser l’aérodynamisme.,Castelli,,FAST LEGS SLEEVES,TRUE,Size,"S, M, L, XL, XXL",fast-legs-sleeves-m,46 g,deny,25,manual,,"29,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-8623088-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI2MzN8aW1hZ2UvanBlZ3xoYzMvaGI3LzkxNTgzNzg2NTE2NzgvMDFfODYyMzA4OF8wMTAuanBnfDNiNGE5MzU2Y2Q4OThjNGFjOWYzMmViN2U0NWY0ODY3NWU0MmIxMjM1ODQ3ZjhlMjkwMGVlMDNjMDFmYWFiODE,FAST LEGS SLEEVES Image,https://castellicycling.kleecks-cdn.com/medias/01-8623088-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDI2MzN8aW1hZ2UvanBlZ3xoYzMvaGI3LzkxNTgzNzg2NTE2NzgvMDFfODYyMzA4OF8wMTAuanBnfDNiNGE5MzU2Y2Q4OThjNGFjOWYzMmViN2U0NWY0ODY3NWU0MmIxMjM1ODQ3ZjhlMjkwMGVlMDNjMDFmYWFiODE
italia-merino-tee,ITALIA MERINO TEE,,Castelli,,ITALIA MERINO TEE,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",italia-merino-tee-m,125 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523055-458.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY3NDF8aW1hZ2UvanBlZ3xoM2IvaDUxLzkwNDc5MjAyNDY4MTQvMDFfNDUyMzA1NV80NTguanBnfDJiNTY5MWMzMWY5ZjUxOGZjYmYzODYzOGY4Nzc3ZTFkY2E2NWE2NWQzYmVmNjI5NmRjZTFmNjQ0YTZhMzE4Nzk,ITALIA MERINO TEE Image,https://castellicycling.kleecks-cdn.com/medias/01-4523055-458.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY3NDF8aW1hZ2UvanBlZ3xoM2IvaDUxLzkwNDc5MjAyNDY4MTQvMDFfNDUyMzA1NV80NTguanBnfDJiNTY5MWMzMWY5ZjUxOGZjYmYzODYzOGY4Nzc3ZTFkY2E2NWE2NWQzYmVmNjI5NmRjZTFmNjQ0YTZhMzE4Nzk
castelli-merino-tee,CASTELLI MERINO TEE,,Castelli,,CASTELLI MERINO TEE,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",castelli-merino-tee-m,135 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523056-085.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU4MzV8aW1hZ2UvanBlZ3xoZGIvaDNmLzkwNDc5MjA3NzExMDIvMDFfNDUyMzA1Nl8wODUuanBnfGFhY2NmM2VkODYxMTg4YWZhNTk4ZmQ3ODczZDJlNjhjYTk1MzQ0MmE1ZmEwZjYxOWI0NDA3ODc5MDM4MzMyZDE,CASTELLI MERINO TEE Image,https://castellicycling.kleecks-cdn.com/medias/01-4523056-085.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU4MzV8aW1hZ2UvanBlZ3xoZGIvaDNmLzkwNDc5MjA3NzExMDIvMDFfNDUyMzA1Nl8wODUuanBnfGFhY2NmM2VkODYxMTg4YWZhNTk4ZmQ3ODczZDJlNjhjYTk1MzQ0MmE1ZmEwZjYxOWI0NDA3ODc5MDM4MzMyZDE
race-day-polo,RACE DAY POLO,,Castelli,,RACE DAY POLO,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",race-day-polo-m,262 g,deny,25,manual,,"59,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4513096-001.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY1NTZ8aW1hZ2UvanBlZ3xoMjUvaDZjLzg4MzI0ODczMjU3MjYvMDFfNDUxMzA5Nl8wMDEuanBnfGNiYzM2NDUzYzA2YTQ3Yzk0YTk4NDIxNzZjMTdhZDQ5YzI3MmU1MmRjYzJjZmFlMTg5OGM2ZjBlN2U3MTNiNjc,RACE DAY POLO Image,https://castellicycling.kleecks-cdn.com/medias/01-4513096-001.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY1NTZ8aW1hZ2UvanBlZ3xoMjUvaDZjLzg4MzI0ODczMjU3MjYvMDFfNDUxMzA5Nl8wMDEuanBnfGNiYzM2NDUzYzA2YTQ3Yzk0YTk4NDIxNzZjMTdhZDQ5YzI3MmU1MmRjYzJjZmFlMTg5OGM2ZjBlN2U3MTNiNjc
ventaglio-tee,VENTAGLIO TEE,,Castelli,,VENTAGLIO TEE,TRUE,Size,"S, M, L, XL, XXL",ventaglio-tee-m,164 g,deny,25,manual,,"44,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522079-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2MTl8aW1hZ2UvanBlZ3xoMTcvaDkyLzg4MDEyNTczNTczNDIvMDFfNDUyMjA3OV8wMTAuanBnfGFlODQwYzQ5NGVjZmY5Y2U5YWE1M2JlMDE2YjE5NzYyM2U1NWMzYmUzZjVhMTU3ZGRlZTRiOGVjNjNhNDc0ZDE,VENTAGLIO TEE Image,https://castellicycling.kleecks-cdn.com/medias/01-4522079-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2MTl8aW1hZ2UvanBlZ3xoMTcvaDkyLzg4MDEyNTczNTczNDIvMDFfNDUyMjA3OV8wMTAuanBnfGFlODQwYzQ5NGVjZmY5Y2U5YWE1M2JlMDE2YjE5NzYyM2U1NWMzYmUzZjVhMTU3ZGRlZTRiOGVjNjNhNDc0ZDE
armando-2-tee,ARMANDO 2 TEE,,Castelli,,ARMANDO 2 TEE,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",armando-2-tee-m,161 g,deny,25,manual,,"34,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523058-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU4MDN8aW1hZ2UvanBlZ3xoOWUvaDExLzkwNDc5MjEwMzMyNDYvMDFfNDUyMzA1OF8wMTAuanBnfGE5YmRjOTg5ZmM3NjZmMzZjNjA3MzcxNmM3YzAwYzRjMjJkNTFkNGQ5ZmZlMDA4ZDdiZDJlMDUxNWI2ZmRkNDg,ARMANDO 2 TEE Image,https://castellicycling.kleecks-cdn.com/medias/01-4523058-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU4MDN8aW1hZ2UvanBlZ3xoOWUvaDExLzkwNDc5MjEwMzMyNDYvMDFfNDUyMzA1OF8wMTAuanBnfGE5YmRjOTg5ZmM3NjZmMzZjNjA3MzcxNmM3YzAwYzRjMjJkNTFkNGQ5ZmZlMDA4ZDdiZDJlMDUxNWI2ZmRkNDg
finale-tee,FINALE TEE,,Castelli,,FINALE TEE,TRUE,Size,"S, M, L, XL, XXL",finale-tee-m,156 g,deny,25,manual,,"34,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4523059-023.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY1ODh8aW1hZ2UvanBlZ3xoMDUvaDgyLzkwNDc5MjIyMTI4OTQvMDFfNDUyMzA1OV8wMjMuanBnfGQzNjA1N2ZkNmM4MGNhNTA5OTI3NWM5MTM5ZmMwNmIyZGJhNmRiMWUwMTk1MzNhZmYzNDdjOTg3NTRhNGYwMjg,FINALE TEE Image,https://castellicycling.kleecks-cdn.com/medias/01-4523059-023.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY1ODh8aW1hZ2UvanBlZ3xoMDUvaDgyLzkwNDc5MjIyMTI4OTQvMDFfNDUyMzA1OV8wMjMuanBnfGQzNjA1N2ZkNmM4MGNhNTA5OTI3NWM5MTM5ZmMwNmIyZGJhNmRiMWUwMTk1MzNhZmYzNDdjOTg3NTRhNGYwMjg
tech-2-polo,TECH 2 POLO,,Castelli,,TECH 2 POLO,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",tech-2-polo-m,142 g,deny,25,manual,,"79,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522075-062.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY1OTF8aW1hZ2UvanBlZ3xoMDQvaDQwLzg4MDEyNTMxNjMwMzgvMDFfNDUyMjA3NV8wNjIuanBnfGY0ZmIzNjY1ZGZmODJiMjFmOWY0NDNkMjg2NGU2ODkwMmE4NDAwNjJmNzNhODU5NGU1YzM3ZGFjNjBmYmYyZTY,TECH 2 POLO Image,https://castellicycling.kleecks-cdn.com/medias/01-4522075-062.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY1OTF8aW1hZ2UvanBlZ3xoMDQvaDQwLzg4MDEyNTMxNjMwMzgvMDFfNDUyMjA3NV8wNjIuanBnfGY0ZmIzNjY1ZGZmODJiMjFmOWY0NDNkMjg2NGU2ODkwMmE4NDAwNjJmNzNhODU5NGU1YzM3ZGFjNjBmYmYyZTY
tech-2-tee,TECH 2 TEE,,Castelli,,TECH 2 TEE,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",tech-2-tee-m,108 g,deny,25,manual,,"54,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522077-318.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcwMjd8aW1hZ2UvanBlZ3xoYmEvaDlhLzg4MDEyNTUzOTEyNjIvMDFfNDUyMjA3N18zMTguanBnfDliYWJiNjk2OTdkNTc4MjY3NzIzNzZiMzdiYjAwNWMwMWIyZTY4OTllMWM1YzEzZDFmNDIwMTY5NTNhOWI4Yjk,TECH 2 TEE Image,https://castellicycling.kleecks-cdn.com/medias/01-4522077-318.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcwMjd8aW1hZ2UvanBlZ3xoYmEvaDlhLzg4MDEyNTUzOTEyNjIvMDFfNDUyMjA3N18zMTguanBnfDliYWJiNjk2OTdkNTc4MjY3NzIzNzZiMzdiYjAwNWMwMWIyZTY4OTllMWM1YzEzZDFmNDIwMTY5NTNhOWI4Yjk
milano-track-jacket,MILANO TRACK JACKET,,Castelli,,MILANO TRACK JACKET,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",milano-track-jacket-m,652 g,deny,25,manual,,"99,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4518558-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY4Nzd8aW1hZ2UvanBlZ3xoNTYvaDY3Lzg4MzI0OTc0NTEwMzgvMDFfNDUxODU1OF8wMTAuanBnfDFjMGFhYzIwYjA2NTIzZjgxYzNjNzFlNjRkYTBkYzkxZDc3YTE3YTk1YTkzMjk3ZjA0MWRhOWYzMmEyMWMxYWQ,MILANO TRACK JACKET Image,https://castellicycling.kleecks-cdn.com/medias/01-4518558-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY4Nzd8aW1hZ2UvanBlZ3xoNTYvaDY3Lzg4MzI0OTc0NTEwMzgvMDFfNDUxODU1OF8wMTAuanBnfDFjMGFhYzIwYjA2NTIzZjgxYzNjNzFlNjRkYTBkYzkxZDc3YTE3YTk1YTkzMjk3ZjA0MWRhOWYzMmEyMWMxYWQ
milano-full-zip-fleece,MILANO FULL ZIP FLEECE,"Polaire à capuche super confortable, fabriquée avec un mélange de laines, doté d’une capuche et de poches généreusement doublées. Un vêtement iconique de la marque Castelli.",Castelli,,MILANO FULL ZIP FLEECE,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",milano-full-zip-fleece-m,477 g,deny,25,manual,,"129,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4518559-085.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2MjZ8aW1hZ2UvanBlZ3xoYWIvaDZhLzg4MzI0OTc1NDkzNDIvMDFfNDUxODU1OV8wODUuanBnfDdiYWYzNzgzZTVlOTIxYTU0YzRhZWE4MDY3NTA4ZWMyNjE0NjhjZWM3NTRiM2ZkNTI1MDA4NzE0OWVhYzJjMmQ,MILANO FULL ZIP FLEECE Image,https://castellicycling.kleecks-cdn.com/medias/01-4518559-085.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY2MjZ8aW1hZ2UvanBlZ3xoYWIvaDZhLzg4MzI0OTc1NDkzNDIvMDFfNDUxODU1OV8wODUuanBnfDdiYWYzNzgzZTVlOTIxYTU0YzRhZWE4MDY3NTA4ZWMyNjE0NjhjZWM3NTRiM2ZkNTI1MDA4NzE0OWVhYzJjMmQ
milano-pant,MILANO PANT,,Castelli,,MILANO PANT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",milano-pant-m,374 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4519072-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUzMTJ8aW1hZ2UvanBlZ3xoNWIvaDE5Lzg4MzI1NjQ1NTk5MDIvMDFfNDUxOTA3Ml8wMTAuanBnfGIxNmMwNGUzMjUwZjNkYzJhMzk4ODkxMzUwMGQ0YTJhMmIzNzY1OTU0NTg3Nzk4ZDkzMjE3MzZjNjBiNDE0Njk,MILANO PANT Image,https://castellicycling.kleecks-cdn.com/medias/01-4519072-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUzMTJ8aW1hZ2UvanBlZ3xoNWIvaDE5Lzg4MzI1NjQ1NTk5MDIvMDFfNDUxOTA3Ml8wMTAuanBnfGIxNmMwNGUzMjUwZjNkYzJhMzk4ODkxMzUwMGQ0YTJhMmIzNzY1OTU0NTg3Nzk4ZDkzMjE3MzZjNjBiNDE0Njk
milano-short,MILANO SHORT,,Castelli,,MILANO SHORT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",milano-short-m,277 g,deny,25,manual,,"79,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4520102-010-.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU3NDF8aW1hZ2UvanBlZ3xoMGIvaGExLzg4MzI1OTAxNTE3MTAvMDFfNDUyMDEwMl8wMTBfLmpwZ3xlNjdlNTRlYmRhMmI5MDgzYjYyZDVjOWZmMDc5YWFkY2RlNjI0YTgwY2MwYTQxMGYxMWQ1Mzg4Y2QzNmVlMThh,MILANO SHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-4520102-010-.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU3NDF8aW1hZ2UvanBlZ3xoMGIvaGExLzg4MzI1OTAxNTE3MTAvMDFfNDUyMDEwMl8wMTBfLmpwZ3xlNjdlNTRlYmRhMmI5MDgzYjYyZDVjOWZmMDc5YWFkY2RlNjI0YTgwY2MwYTQxMGYxMWQ1Mzg4Y2QzNmVlMThh
vg-indigo-shirt,VG INDIGO SHIRT,,Castelli,,VG INDIGO SHIRT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",vg-indigo-shirt-m,287 g,deny,25,manual,,"139,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4522074-435.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNzN8aW1hZ2UvanBlZ3xoNTAvaDk1Lzg4MDEyNTI3Njk4MjIvMDFfNDUyMjA3NF80MzUuanBnfGJjYzQ1ZmM2NmRmMTNiODBjMTRmMGQxMGY5NmVhOWQ0NDIwNjgzMGYyZjk2ZGI2MDFiNjE4YTI5ZTIzMTdjZDA,VG INDIGO SHIRT Image,https://castellicycling.kleecks-cdn.com/medias/01-4522074-435.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNzN8aW1hZ2UvanBlZ3xoNTAvaDk1Lzg4MDEyNTI3Njk4MjIvMDFfNDUyMjA3NF80MzUuanBnfGJjYzQ1ZmM2NmRmMTNiODBjMTRmMGQxMGY5NmVhOWQ0NDIwNjgzMGYyZjk2ZGI2MDFiNjE4YTI5ZTIzMTdjZDA
