Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Variant Image
vg-5-pocket-pant,VG 5 POCKET PANT,,Castelli,,VG 5 POCKET PANT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",vg-5-pocket-pant-m,443 g,deny,25,manual,,"104,97 €","139,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4520110-041.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU0OTl8aW1hZ2UvanBlZ3xoNDAvaDA2Lzg4MzI1OTM5NTI3OTgvMDFfNDUyMDExMF8wNDEuanBnfGQ4ZmMzNDkwYTIwOGFjMDQzNjA5ZTI3Yzg5ODFlMzU3MjAxYTYwZDgzZWYxMWM0YzE3MzIzOTVmM2MyOWYxNDI,VG 5 POCKET PANT Image,https://castellicycling.kleecks-cdn.com/medias/01-4520110-041.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU0OTl8aW1hZ2UvanBlZ3xoNDAvaDA2Lzg4MzI1OTM5NTI3OTgvMDFfNDUyMDExMF8wNDEuanBnfGQ4ZmMzNDkwYTIwOGFjMDQzNjA5ZTI3Yzg5ODFlMzU3MjAxYTYwZDgzZWYxMWM0YzE3MzIzOTVmM2MyOWYxNDI
vg-5-pocket-short,VG 5 POCKET SHORT,,Castelli,,VG 5 POCKET SHORT,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",vg-5-pocket-short-m,352 g,deny,25,manual,,"99,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4520111-041.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU2MjR8aW1hZ2UvanBlZ3xoNjgvaDMwLzg4MDExNTIyMDQ4MzAvMDFfNDUyMDExMV8wNDEuanBnfDU4YmJkYTNjYzA4NzQxNThmZDBiZjkxN2I0MDg3NjM1Mzc0NDViNzJiMjg4MjU0ODQ0OTU5M2M1MDVjNTA0NTA,VG 5 POCKET SHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-4520111-041.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDU2MjR8aW1hZ2UvanBlZ3xoNjgvaDMwLzg4MDExNTIyMDQ4MzAvMDFfNDUyMDExMV8wNDEuanBnfDU4YmJkYTNjYzA4NzQxNThmZDBiZjkxN2I0MDg3NjM1Mzc0NDViNzJiMjg4MjU0ODQ0OTU5M2M1MDVjNTA0NTA
gpm-beanie,GPM BEANIE,"This beanie is made for every off-bike purpose for conditions you want a bit of extra protection for your head. Constructed from a warm wool-blend and refined with embroidered team logos, it will also be the ideal accessory when cheering for your favorite team at the roadside in February.",Castelli,,GPM BEANIE,TRUE,Size,UNI,gpm-beanie-m,67 g,deny,25,manual,,"39,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4233317-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQwNDh8aW1hZ2UvanBlZ3xoNmMvaGQ1LzkwMzk4MTYxNjMzNTgvMDFfNDIzMzMxN180MjQuanBnfDI0MTliNGI0NzI1NTAwYjc5MmYyZTllZjc0YzRlN2M1N2UwZjY0NzVhZGE4MTU1ZDQ1YzU1ZGE5MmYyZTVlYjg,GPM BEANIE Image,https://castellicycling.kleecks-cdn.com/medias/01-4233317-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQwNDh8aW1hZ2UvanBlZ3xoNmMvaGQ1LzkwMzk4MTYxNjMzNTgvMDFfNDIzMzMxN180MjQuanBnfDI0MTliNGI0NzI1NTAwYjc5MmYyZTllZjc0YzRlN2M1N2UwZjY0NzVhZGE4MTU1ZDQ1YzU1ZGE5MmYyZTVlYjg
perfetto-ros-2-jacket,PERFETTO RoS 2 JACKET,"The long-sleeve Gabba is one of our most versatile pieces. 100% wind protection with GORE-TEX INFINIUM™ WINDSTOPPER® water protection and best-in-class breathability. With a light base layer it's good for mild temperatures, or with a thermal layer you can ride it below freezing. If you have just one jacket in your cycling wardrobe, this should be it.",Castelli,,PERFETTO RoS 2 JACKET,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",perfetto-ros-2-jacket-m,406 g,deny,25,manual,,"259,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4233264-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0NTN8aW1hZ2UvanBlZ3xoM2IvaDcyLzkwMzk4MTUzNDQxNTgvMDFfNDIzMzI2NF80MjQuanBnfDIwYWYzYmU0ZWJjMWU4YmIzYjhlYjlkNjdiMzllYmZjMWRiMmE0OTUyMGQ2MmIzMGIzOWY1YjQ5M2FiYmNlMDU,PERFETTO RoS 2 JACKET Image,https://castellicycling.kleecks-cdn.com/medias/01-4233264-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0NTN8aW1hZ2UvanBlZ3xoM2IvaDcyLzkwMzk4MTUzNDQxNTgvMDFfNDIzMzI2NF80MjQuanBnfDIwYWYzYmU0ZWJjMWU4YmIzYjhlYjlkNjdiMzllYmZjMWRiMmE0OTUyMGQ2MmIzMGIzOWY1YjQ5M2FiYmNlMDU
perfetto-ros-2-vest,PERFETTO RoS 2 VEST,"Made to be the perfect vest. GORE-TEX INFINIUM™ WINDSTOPPER® wind and water protection on the front, and a breathable nanotechnology water-repellent back. This is a core piece of your cycling wardrobe.",Castelli,,PERFETTO RoS 2 VEST,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",perfetto-ros-2-vest-m,182 g,deny,25,manual,,"169,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4233262-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczOTh8aW1hZ2UvanBlZ3xoMDIvaDY4LzkwMzk4MTUwNDkyNDYvMDFfNDIzMzI2Ml80MjQuanBnfDkxMTdmOGY5NzI3MDI3NzAxY2Q4NmE0NDNmZTc0NzBjMzJiNzJjN2I1YTQxOWNlNWFjZGE1ZGFkNTFkZjZiMmQ,PERFETTO RoS 2 VEST Image,https://castellicycling.kleecks-cdn.com/medias/01-4233262-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczOTh8aW1hZ2UvanBlZ3xoMDIvaDY4LzkwMzk4MTUwNDkyNDYvMDFfNDIzMzI2Ml80MjQuanBnfDkxMTdmOGY5NzI3MDI3NzAxY2Q4NmE0NDNmZTc0NzBjMzJiNzJjN2I1YTQxOWNlNWFjZGE1ZGFkNTFkZjZiMmQ
gabba-ros-2,GABBA RoS 2,"This is the original jacket/jersey that started an entire new product class: the Gabba. It’s a functionally water resistant short- sleeve jacket that’s equally ideal for dry conditions. Made to be worn with our Nano Flex 3G arm warmers, it allows you to keep your core warm without overheating.",Castelli,,GABBA RoS 2,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",gabba-ros-2-m,340 g,deny,25,manual,,"249,00 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4233265-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczMTl8aW1hZ2UvanBlZ3xoZDkvaDgyLzkwMzk4MTU4MDI5MTAvMDFfNDIzMzI2NV80MjQuanBnfDQzYWQzYjE4NDUwZWJjNzlmZDgzNWNlNWJkZDIxYzBlMmMwNTEyNTE1M2VlNWJhZThmY2U3MjA0N2VkYTViNWU,GABBA RoS 2 Image,https://castellicycling.kleecks-cdn.com/medias/01-4233265-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDczMTl8aW1hZ2UvanBlZ3xoZDkvaDgyLzkwMzk4MTU4MDI5MTAvMDFfNDIzMzI2NV80MjQuanBnfDQzYWQzYjE4NDUwZWJjNzlmZDgzNWNlNWJkZDIxYzBlMmMwNTEyNTE1M2VlNWJhZThmY2U3MjA0N2VkYTViNWU
only-the-brave-socks,ONLY THE BRAVE SOCKS,Chaussettes en édition limitée fabriquées pour l'équipe de la Fondation Only the Brave participant à la course Castelli 24h,Castelli,,ONLY THE BRAVE SOCKS,TRUE,Size,"S/M, L/X, XXL",only-the-brave-socks-m,47 g,deny,25,manual,,"36,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4300299D13-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQ2MTR8aW1hZ2UvanBlZ3xoMzEvaGEwLzkxNDczNTU4NTY5MjYvMDFfNDMwMDI5OUQxM18wMTAuanBnfGJlMjFiZDg5OTMyOTY2MGQzODhkMmFmZDUxYTAyNmIwYWYyNDJjYmJiNDM1NGRkOWM0ODNiNTI2NjQxZmRiNTk,ONLY THE BRAVE SOCKS Image,https://castellicycling.kleecks-cdn.com/medias/01-4300299D13-010.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDQ2MTR8aW1hZ2UvanBlZ3xoMzEvaGEwLzkxNDczNTU4NTY5MjYvMDFfNDMwMDI5OUQxM18wMTAuanBnfGJlMjFiZDg5OTMyOTY2MGQzODhkMmFmZDUxYTAyNmIwYWYyNDJjYmJiNDM1NGRkOWM0ODNiNTI2NjQxZmRiNTk
climber's-3.1-jersey,CLIMBER'S 3.1 JERSEY,,Castelli,,CLIMBER'S 3.1 JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",climber's-3.1-jersey-m,153 g,deny,25,manual,,"54,98 €","109,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232002-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNTh8aW1hZ2UvanBlZ3xoOGQvaGRkLzg4NDA2MTE3NTgxMTAvMDFfNDIzMjAwMl80MjQuanBnfGQ5NmVkMDU0ZTcwY2I2YTVkMTcyNjE0MWE2NWZjZGE3ZDM5Njc4ZTJmZTI1NmIxZTE1OTAyYjMzMTRhODFmY2E,CLIMBER'S 3.1 JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4232002-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNTh8aW1hZ2UvanBlZ3xoOGQvaGRkLzg4NDA2MTE3NTgxMTAvMDFfNDIzMjAwMl80MjQuanBnfGQ5NmVkMDU0ZTcwY2I2YTVkMTcyNjE0MWE2NWZjZGE3ZDM5Njc4ZTJmZTI1NmIxZTE1OTAyYjMzMTRhODFmY2E
perfetto-ros-vest,PERFETTO ROS VEST,,Castelli,,PERFETTO ROS VEST,TRUE,Size,"S, M, L, XL, XXL, 3XL",perfetto-ros-vest-m,212 g,deny,25,manual,,"159,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232013-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNDh8aW1hZ2UvanBlZ3xoNGMvaDc3Lzg4NDA2MTI2NDI4NDYvMDFfNDIzMjAxM180MjQuanBnfGNmZTE4NDcyNzk1MTNmMjgxODM2ODQzY2JkMzdjYmEzNzk0ZWNlMDU1OTI5ZjllODcxMGU0ZmMxYTBkOThhMjc,PERFETTO ROS VEST Image,https://castellicycling.kleecks-cdn.com/medias/01-4232013-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNDh8aW1hZ2UvanBlZ3xoNGMvaDc3Lzg4NDA2MTI2NDI4NDYvMDFfNDIzMjAxM180MjQuanBnfGNmZTE4NDcyNzk1MTNmMjgxODM2ODQzY2JkMzdjYmEzNzk0ZWNlMDU1OTI5ZjllODcxMGU0ZmMxYTBkOThhMjc
pro-light-wind-vest,PRO LIGHT WIND VEST,,Castelli,,PRO LIGHT WIND VEST,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",pro-light-wind-vest-m,106 g,deny,25,manual,,"44,98 €","89,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232088-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0NzB8aW1hZ2UvanBlZ3xoNGQvaDBhLzg4NDA2MTM3MjQxOTAvMDFfNDIzMjA4OF80MjQuanBnfDFlZDY5NmMzN2QzNjE2MjYwZTVlZDk0OGY3YzQ3N2U2OTZlOTg4YzkyYmM1MDJlMzc3OTEwODg0NmQzODFlMmQ,PRO LIGHT WIND VEST Image,https://castellicycling.kleecks-cdn.com/medias/01-4232088-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0NzB8aW1hZ2UvanBlZ3xoNGQvaDBhLzg4NDA2MTM3MjQxOTAvMDFfNDIzMjA4OF80MjQuanBnfDFlZDY5NmMzN2QzNjE2MjYwZTVlZDk0OGY3YzQ3N2U2OTZlOTg4YzkyYmM1MDJlMzc3OTEwODg0NmQzODFlMmQ
ls-thermal-jersey,LS THERMAL JERSEY,,Castelli,,LS THERMAL JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",ls-thermal-jersey-m,386 g,deny,25,manual,,"59,98 €","119,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232004-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyMTV8aW1hZ2UvanBlZ3xoODIvaDg0Lzg4NDA2MTIyODIzOTgvMDFfNDIzMjAwNF80MjQuanBnfDIwM2VhYzMxNDU3Yjg5MjhmNGYxMjI0YWEwMWMxODIzZjc4NmM1NDZjMjhhZjNiZTc5MDViNjc0ZDYyN2I4MGI,LS THERMAL JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4232004-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyMTV8aW1hZ2UvanBlZ3xoODIvaDg0Lzg4NDA2MTIyODIzOTgvMDFfNDIzMjAwNF80MjQuanBnfDIwM2VhYzMxNDU3Yjg5MjhmNGYxMjI0YWEwMWMxODIzZjc4NmM1NDZjMjhhZjNiZTc5MDViNjc0ZDYyN2I4MGI
gabba-ros,GABBA ROS,,Castelli,,GABBA ROS,TRUE,Size,"S, M, L, XL, XXL, 3XL",gabba-ros-m,306 g,deny,25,manual,,"229,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232086-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0MDd8aW1hZ2UvanBlZ3xoODUvaDE0Lzg4NDA2MTM0MjkyNzgvMDFfNDIzMjA4Nl80MjQuanBnfDM4YTZhZjE2ODZiNjFmNzRmNmQxYWJiM2YxZDVmYWY1ZGE1OGM2ZTY1NDc3MWJmMWRlY2M1YWQzYjI1MDVjZGM,GABBA ROS Image,https://castellicycling.kleecks-cdn.com/medias/01-4232086-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0MDd8aW1hZ2UvanBlZ3xoODUvaDE0Lzg4NDA2MTM0MjkyNzgvMDFfNDIzMjA4Nl80MjQuanBnfDM4YTZhZjE2ODZiNjFmNzRmNmQxYWJiM2YxZDVmYWY1ZGE1OGM2ZTY1NDc3MWJmMWRlY2M1YWQzYjI1MDVjZGM
aero-race-6.1-jersey,AERO RACE 6.1 JERSEY,,Castelli,,AERO RACE 6.1 JERSEY,TRUE,Size,"XS, S, M, L, XL, XXL, 3XL",aero-race-6.1-jersey-m,157 g,deny,25,manual,,"64,98 €","129,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232000-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0MzV8aW1hZ2UvanBlZ3xoZjAvaDI5Lzg4NDMzMTc1MTAxNzQvMDFfNDIzMjAwMF80MjQuanBnfDZkYWE1MzE1YmZlOTcwZTA4ODZmOGJmZTNmMjhmNjBlNjJlODQxMjY5OTlkMTQ1MTk5Y2E5OThhZDBjYjc4ZWU,AERO RACE 6.1 JERSEY Image,https://castellicycling.kleecks-cdn.com/medias/01-4232000-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0MzV8aW1hZ2UvanBlZ3xoZjAvaDI5Lzg4NDMzMTc1MTAxNzQvMDFfNDIzMjAwMF80MjQuanBnfDZkYWE1MzE1YmZlOTcwZTA4ODZmOGJmZTNmMjhmNjBlNjJlODQxMjY5OTlkMTQ1MTk5Y2E5OThhZDBjYjc4ZWU
perfetto-ros-ls,PERFETTO ROS LS,,Castelli,,PERFETTO ROS LS,TRUE,Size,"S, M, L, XL, XXL, 3XL",perfetto-ros-ls-m,298 g,deny,25,manual,,"249,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232085-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNTl8aW1hZ2UvanBlZ3xoYmMvaDIxLzg4NDA2MTMwNjg4MzAvMDFfNDIzMjA4NV80MjQuanBnfGMxNmE2NjA3ZjI2OWFkNzkyYjQ2ZDg1ZWQ2OTM1MDYyM2VlYWJlOWFlOTU5NmEyNWU4MTAzNDJmMTM1MDg3OWU,PERFETTO ROS LS Image,https://castellicycling.kleecks-cdn.com/medias/01-4232085-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNTl8aW1hZ2UvanBlZ3xoYmMvaDIxLzg4NDA2MTMwNjg4MzAvMDFfNDIzMjA4NV80MjQuanBnfGMxNmE2NjA3ZjI2OWFkNzkyYjQ2ZDg1ZWQ2OTM1MDYyM2VlYWJlOWFlOTU5NmEyNWU4MTAzNDJmMTM1MDg3OWU
wolves-in-hell,WOLVES IN HELL,"Le maillot multi-activités idéal pour toutes vos sorties à vélo, offrant confort lors des entraînements et vitesse lors des courses rapides en groupe. Réalisé dans un tissu super extensible pour que le modèle s’ajuste parfaitement sur n’importe quel corps, sans qu’on se sente trop serré. Parfait pour les courses rapides et compagnon idéal du modèle Competizione Bibshort.",Castelli,,WOLVES IN HELL,TRUE,Size,"XS, S, M, L, XL, 2XL, 3XL",wolves-in-hell-m,159 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-3802203-454.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0MjF8aW1hZ2UvanBlZ3xoN2UvaGRiLzg4ODM0MzY1MTk0NTQvMDFfMzgwMjIwM180NTQuanBnfGQ1Mjk3M2MxNmQxMjI0MTk4MjQ4MzkzMDA5OGJiMzZhZGE4Njc4YzU3MGM3NjU1NThhZWNmMWIzODhiNjU1MDk,WOLVES IN HELL Image,https://castellicycling.kleecks-cdn.com/medias/01-3802203-454.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0MjF8aW1hZ2UvanBlZ3xoN2UvaGRiLzg4ODM0MzY1MTk0NTQvMDFfMzgwMjIwM180NTQuanBnfGQ1Mjk3M2MxNmQxMjI0MTk4MjQ4MzkzMDA5OGJiMzZhZGE4Njc4YzU3MGM3NjU1NThhZWNmMWIzODhiNjU1MDk
wolfpack-de-mur,WOLFPACK DE MUR,"Le maillot multi-activités idéal pour toutes vos sorties à vélo, offrant confort lors des entraînements et vitesse lors des courses rapides en groupe. Réalisé dans un tissu super extensible pour que le modèle s’ajuste parfaitement sur n’importe quel corps, sans qu’on se sente trop serré. Parfait pour les courses rapides et compagnon idéal du modèle Competizione Bibshort.",Castelli,,WOLFPACK DE MUR,TRUE,Size,"XS, S, M, L, XL, 2XL, 3XL",wolfpack-de-mur-m,147 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-3802202-051.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0MDR8aW1hZ2UvanBlZ3xoNGIvaGQ2Lzg4ODI2MTUwMjU2OTQvMDFfMzgwMjIwMl8wNTEuanBnfGM0MmUzMmZlNzcwNmZhNGNjZTE4MjJlN2ZjODUzMDA3ODhlYzY0MThkMGFiYzZhNGM0ZWNkNmU0ZThkM2NhNjU,WOLFPACK DE MUR Image,https://castellicycling.kleecks-cdn.com/medias/01-3802202-051.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc0MDR8aW1hZ2UvanBlZ3xoNGIvaGQ2Lzg4ODI2MTUwMjU2OTQvMDFfMzgwMjIwMl8wNTEuanBnfGM0MmUzMmZlNzcwNmZhNGNjZTE4MjJlN2ZjODUzMDA3ODhlYzY0MThkMGFiYzZhNGM0ZWNkNmU0ZThkM2NhNjU
giro,GIRO,"Le maillot multi-activités idéal pour toutes vos sorties à vélo, offrant confort lors des entraînements et vitesse lors des courses rapides en groupe. Réalisé dans un tissu super extensible pour que le modèle s’ajuste parfaitement sur n’importe quel corps, sans qu’on se sente trop serré. Parfait pour les courses rapides et compagnon idéal du modèle Competizione Bibshort.",Castelli,,GIRO,TRUE,Size,"XS, S, M, L, XL, 2XL, 3XL",giro-m,171 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-3802204-014.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY5MjV8aW1hZ2UvanBlZ3xoZmMvaGM3Lzg4ODI2MTU0ODQ0NDYvMDFfMzgwMjIwNF8wMTQuanBnfDZkNDhkNDNlNDEwYWI5YTQ3ZTVkMzg5MDExNDRkODhhNDhjYTcxZmI3NjY1NGFjMDg5MTI1YmVmY2MwMzI2OTQ,GIRO Image,https://castellicycling.kleecks-cdn.com/medias/01-3802204-014.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDY5MjV8aW1hZ2UvanBlZ3xoZmMvaGM3Lzg4ODI2MTU0ODQ0NDYvMDFfMzgwMjIwNF8wMTQuanBnfDZkNDhkNDNlNDEwYWI5YTQ3ZTVkMzg5MDExNDRkODhhNDhjYTcxZmI3NjY1NGFjMDg5MTI1YmVmY2MwMzI2OTQ
wolfpack-winning-machine,WOLFPACK WINNING MACHINE,"Le maillot multi-activités idéal pour toutes vos sorties à vélo, offrant confort lors des entraînements et vitesse lors des courses rapides en groupe. Réalisé dans un tissu super extensible pour que le modèle s’ajuste parfaitement sur n’importe quel corps, sans qu’on se sente trop serré. Parfait pour les courses rapides et compagnon idéal du modèle Competizione Bibshort.",Castelli,,WOLFPACK WINNING MACHINE,TRUE,Size,"XS, S, M, L, XL, 2XL, 3XL",wolfpack-winning-machine-m,158 g,deny,25,manual,,"89,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-3802201-432.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNzV8aW1hZ2UvanBlZ3xoN2IvaGQ0Lzg4ODI2MTQ2MzI0NzgvMDFfMzgwMjIwMV80MzIuanBnfDIzMWJmM2M1NTcyYzU4MjU2MDA0MWFhNzRmNDQ5N2VhZmFkYjA4YmM3OTZlNDkyYzMxOTAyZjJiNDc3YWI5MDg,WOLFPACK WINNING MACHINE Image,https://castellicycling.kleecks-cdn.com/medias/01-3802201-432.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDcyNzV8aW1hZ2UvanBlZ3xoN2IvaGQ0Lzg4ODI2MTQ2MzI0NzgvMDFfMzgwMjIwMV80MzIuanBnfDIzMWJmM2M1NTcyYzU4MjU2MDA0MWFhNzRmNDQ5N2VhZmFkYjA4YmM3OTZlNDkyYzMxOTAyZjJiNDc3YWI5MDg
pro-mesh-sleeveless,PRO MESH SLEEVELESS,WorldTour winning base layer with a Wolfpack graphic print that shows your love for the team on the inside.,Castelli,,PRO MESH SLEEVELESS,TRUE,Size,"XS, S, M, L, XL, XXL",pro-mesh-sleeveless-m,60 g,deny,25,manual,,"44,97 €","59,95 €",TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232096-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc1ODZ8aW1hZ2UvanBlZ3xoMTkvaGM3LzkwMzk4MDQzNjY4NzgvMDFfNDIzMjA5Nl80MjQuanBnfDU2ZGQ5MWQwMTZkNTcwNTY5MjE5MDBiYzBiMjQ3NDJmMGRmNDA4ODY2OTNiNjQzNzU4ZTk4M2YyNzY1ZjZkZTA,PRO MESH SLEEVELESS Image,https://castellicycling.kleecks-cdn.com/medias/01-4232096-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDc1ODZ8aW1hZ2UvanBlZ3xoMTkvaGM3LzkwMzk4MDQzNjY4NzgvMDFfNDIzMjA5Nl80MjQuanBnfDU2ZGQ5MWQwMTZkNTcwNTY5MjE5MDBiYzBiMjQ3NDJmMGRmNDA4ODY2OTNiNjQzNzU4ZTk4M2YyNzY1ZjZkZTA
kid-short,KID SHORT,,Castelli,,KID SHORT,TRUE,Size,"6A, 8A, 10A, 12A",kid-short-m,107 g,deny,25,manual,,"69,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232129-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDgxODF8aW1hZ2UvanBlZ3xoMTQvaGJjLzg4NDA2MTUzNjI1OTAvMDFfNDIzMjEyOV80MjQuanBnfGQwYzM2ZjFjYjdmZTRiZDhhZTJkZjAyZjJjN2JhZWM3YjBiOWM0NzBlZDdlMDMxYTFhNDQ0Y2QxOWFjMWQ1ZTk,KID SHORT Image,https://castellicycling.kleecks-cdn.com/medias/01-4232129-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDgxODF8aW1hZ2UvanBlZ3xoMTQvaGJjLzg4NDA2MTUzNjI1OTAvMDFfNDIzMjEyOV80MjQuanBnfGQwYzM2ZjFjYjdmZTRiZDhhZTJkZjAyZjJjN2JhZWM3YjBiOWM0NzBlZDdlMDMxYTFhNDQ0Y2QxOWFjMWQ1ZTk
light-head-thingy,LIGHT HEAD THINGY,,Castelli,,LIGHT HEAD THINGY,TRUE,Size,UNI,light-head-thingy-m,39 g,deny,25,manual,,"19,95 €",,TRUE,TRUE,https://castellicycling.kleecks-cdn.com/medias/01-4232205-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUxMDV8aW1hZ2UvanBlZ3xoZDgvaDhiLzg4NDA2MjAxNzk0ODYvMDFfNDIzMjIwNV80MjQuanBnfGFkZTY2OWJkNDBlMjRjODc0MzZmMDU4ZTcyMmVmNjM3OWIxNTExMGI1MGVkN2I5MjYwODdiYTM2YWU4OWViOTI,LIGHT HEAD THINGY Image,https://castellicycling.kleecks-cdn.com/medias/01-4232205-424.jpg?context=bWFzdGVyfGF6dXJlaW1hZ2VzfDUxMDV8aW1hZ2UvanBlZ3xoZDgvaDhiLzg4NDA2MjAxNzk0ODYvMDFfNDIzMjIwNV80MjQuanBnfGFkZTY2OWJkNDBlMjRjODc0MzZmMDU4ZTcyMmVmNjM3OWIxNTExMGI1MGVkN2I5MjYwODdiYTM2YWU4OWViOTI
